"","ac1","ac2","ac3","ac4","ac5","ac6","ac7","ac8","ac9","ac10","ac11","ac12","ac13","ac14","ac15"
"1",0.914892343042379,0.699202588044373,0.414235051958892,0.119941331886033,-0.120661912241664,-0.255008311462492,-0.26440626213809,-0.166470704463922,0.00816503579285157,0.218173380334457,0.412489789785039,0.547375210649258,0.59818122820509,0.549803420033259,0.404784777637279
"2",0.95414361246906,0.833991488499404,0.676474376350396,0.520359830280316,0.389225877045349,0.288558215731786,0.213663685702072,0.155722809945767,0.106917814535763,0.0624503575171261,0.019821191433368,-0.0242563689038668,-0.0728677666956342,-0.126534276433496,-0.181836178306756
"3",0.92506665662679,0.745133083328107,0.524435363213799,0.326704647807348,0.180267550110375,0.081275946868353,0.0191981968425193,-0.0225905456423542,-0.0376537935120038,-0.0305772098245427,-0.00646242810941067,0.0223700566061458,0.0497289910657164,0.0746609656334048,0.098238472363392
"4",0.887652806089827,0.662326379655264,0.401980180290782,0.178405614107853,0.0346773710244628,-0.0215609891287488,-0.021888699667146,-0.027311739391132,-0.00231784554629709,0.0294707132677316,0.0624042449522287,0.0828187340002562,0.108203685363425,0.122885682700229,0.106045476280715
"5",0.876979740149056,0.593947864556022,0.28527816645111,0.080483740151932,0.0376734452819424,0.121769521701898,0.242780113281523,0.31066793123274,0.302759773716003,0.238868244805522,0.159549188764416,0.110180105788512,0.124028434682076,0.19482523609978,0.280199219553179
"6",0.949212126352117,0.821083464618995,0.65145739392636,0.481495482874296,0.342999505702111,0.254914671853743,0.217583181984074,0.221470860040073,0.257980967411955,0.317298259476094,0.394589181512933,0.48072106701031,0.56789219117578,0.638797548339075,0.678239251065532
"7",0.920077780072817,0.70782145752342,0.420307499806453,0.113415627452249,-0.17585726944665,-0.414713883435733,-0.583178174690075,-0.672845393942974,-0.679745981590169,-0.608442566395042,-0.46683252765294,-0.268826322789191,-0.0360608147663246,0.201304231308243,0.408853430065755
"8",0.985271103465157,0.954502193032012,0.914771377822236,0.870648336529457,0.824203900726315,0.777386944460191,0.730217287027635,0.680525636840942,0.628997944132204,0.573347149472532,0.514645280004163,0.456811830505789,0.400448489950874,0.348427624236351,0.296204221952308
"9",0.956344396793835,0.836644962897324,0.667583726819371,0.479369681869897,0.294262034235218,0.124210390971311,-0.026201010020914,-0.155374859156387,-0.26293454339513,-0.347481108671879,-0.406458655050653,-0.43936933681198,-0.452083888109721,-0.455347098503627,-0.453483249403485
"10",0.891427949995944,0.623609008203606,0.291352435768725,-0.00381940046601953,-0.192064670897672,-0.258817328161352,-0.237359201812763,-0.189339181521878,-0.151613774337454,-0.141100338235917,-0.14565110725602,-0.139650206150065,-0.094522842165172,-0.00750038822912513,0.0934895592754017
"11",0.855085767506913,0.523015080963963,0.159874463867228,-0.0959086565190964,-0.209083062187652,-0.234410468782951,-0.241510689498201,-0.248177823497196,-0.2155590627378,-0.123219991023164,0.0049073147127332,0.108304918572602,0.137313789616885,0.0811952904329128,-0.0248244593792679
"12",0.963478838909536,0.862197206629339,0.71572640385432,0.548610733564704,0.382837970870588,0.233658271947443,0.108102788280705,0.00698665895057696,-0.0725261483642868,-0.135088118626042,-0.185802157283607,-0.229033854408141,-0.266809772820661,-0.299137739559188,-0.32464962215233
"13",0.972318340430459,0.91782760778513,0.853349399666945,0.795901546371422,0.747333945166195,0.701433220095656,0.654612182296311,0.609227533171148,0.567066764525062,0.523553028790401,0.477789038243648,0.432622436823081,0.396217939759875,0.373778378599494,0.356686989816711
"14",0.928513800706225,0.735051624923222,0.463000003880033,0.16535675078889,-0.114091953023858,-0.346371305371812,-0.517885770048643,-0.624826755002059,-0.662259234720835,-0.630058199847964,-0.531647310389203,-0.374051544857611,-0.166951020171797,0.0684746618243842,0.303425475204145
"15",0.97823375074504,0.923426668609592,0.843093445959161,0.74712586096077,0.642986704115107,0.536510273459193,0.43166348345244,0.329234287387934,0.231893588516121,0.137773152528762,0.0487316579199143,-0.03541084208746,-0.112160869515964,-0.183524168970436,-0.249142674876755
"16",0.984521043067574,0.942093251063823,0.877297772388542,0.796564306957961,0.706388643471264,0.612729745089293,0.519500259826815,0.431723337445247,0.353900188769495,0.291095795213185,0.246292984092587,0.220282189468541,0.211853509512279,0.218132363650886,0.23616423451825
